|plate|fiber|  mjd|     z|  amp1|      vel1|  sig1|     amp2|      vel2|  sig2|  amp3|      vel3|  sig3|  amp4|  vel4|  sig4|  fwhm|  fwqm|    w50|    w80|    w90|     relasym|  r9050|  dp|
| long| long| long|double|double|    double|double|   double|    double|double|double|    double|double|double|double|double|double|double| double| double| double|      double| double|long|
|     |     |     |      |      |          |      |         |          |      |      |          |      |      |      |      |      |      |       |       |       |            |       |    |
| null| null| null|  null|  null|      null|  null|     null|      null|  null|  null|      null|  null|  null|  null|  null|  null|  null|   null|   null|   null|        null|   null|null|
  5856   663 56090 0.5092  4.347     -204.4  503.2      14.4      74.16  155.7    0.0        0.0    0.1    0.0    0.0    0.1  432.1  721.2   399.0   947.6  1303.5    -0.312647 3.26692    0 
  5856   897 56090  0.535  28.58     -220.5  109.2     15.17      300.2  104.2  6.625     -112.6  453.0    0.0   -0.0    0.1  714.8  888.3   504.8   820.5  1094.5     0.107355 2.16819    2 
  5857   139 56092 0.5893  2.539     -146.5 1206.0     12.06      222.6  494.0  4.847      121.4  123.2    0.0    0.0    0.1  987.7 1683.8   801.7  1794.2  2625.0    -0.155429 3.27429    0 
  5857   672 56092 0.4743  12.68      -98.7  365.6     25.32      132.2  141.1   2.62     -618.3  766.6    0.0    0.0    0.1  455.2  920.2   510.3  1095.4  1589.1     -0.43997 3.11405    0 
  5859   455 56065 0.4645  8.424      244.1  88.24     18.48     -81.14  172.9  3.165      133.9  452.0    0.0   -0.0    0.1  605.3  780.0   363.3   665.3   938.7     0.152539 2.58382    2 
  5859   569 56065 0.4409  14.22      109.1  240.7     4.245     -236.2  698.7  19.31     -134.7  154.6    0.0   -0.0    0.1  567.2  873.6   414.5   976.7  1503.9    -0.169759 3.62823    0 
  5859   909 56065 0.5141  7.147     -201.3  408.3     21.83      78.24  119.3  31.73     -75.02  174.9    0.0   -0.0    0.1  453.2  659.5  297.37   605.2   853.4    -0.235153 2.86983    0 
  5861   755 56069 0.4379  41.72     -41.84  177.4     1.732     -573.4  172.5 0.6243     -877.9  814.6    0.0   -0.0    0.1  422.6  604.5  269.82   567.3   900.7    -0.307938 3.33815    0 
  5863   181 56042 0.4962   3.98     -579.3  876.6     23.63      49.68  244.9  2.801     -473.6  235.5    0.0   -0.0    0.1  672.6 1114.1   605.7  1459.5  2050.1    -0.413414 3.38468    0 
  5863   213 56042 0.4425  21.52     -4.164  220.1     10.23      134.4  77.63  2.068      20.24  522.6    0.0    0.0    0.1  476.1  707.8   317.3   629.6   873.1   -0.0652846 2.75165    0 
  5863   371 56042 0.5003  3.252     -85.91  448.6     8.469      107.0  77.39   11.2      11.57  180.9    0.0    0.0    0.1  376.3  612.2   303.0   667.8   995.0    -0.201146 3.28383    0 
  5865    93 56067 0.4588  5.086      49.81  360.7     50.11      15.01  155.3    0.0        0.0    0.1    0.0    0.0    0.1  385.6  557.2   238.4   475.1   650.7     0.030521 2.72945    0 
  5865   422 56067 0.7411  4.629     -83.53  504.9     18.75     -21.99  141.4    0.0       -0.0    0.1    0.0   -0.0    0.1  385.8  601.0   312.8   815.8  1256.3   -0.0784526  4.0163    0 
  5865   679 56067 0.6223 0.6649     -686.4  677.7     12.01     -1.779  126.4  9.022      -7.28  265.5    0.0   -0.0    0.1  397.3  633.6   294.6   683.6  1107.5    -0.295242 3.75933    0 
  5865   689 56067 0.6187  1.444     -712.3 2128.0     9.341      235.4  455.6 0.9946     -682.5  250.8    0.0    0.0    0.1 1230.7 1958.0  1152.3  3242.0  4935.0     -0.31972 4.28274    0 
  5866   730 56035  0.459  25.74     -101.6  556.8     108.2      85.41  226.2  33.68     -332.9  152.1    0.0   -0.0    0.1  756.2 1053.1   465.5   900.7  1234.2    -0.107043 2.65134    0 
  5866   933 56035 0.4238  21.82      73.24  229.3      26.4      41.53  114.6  4.969     -404.6  310.2    0.0    0.0    0.1  370.5  605.0   282.1   660.4   942.5    -0.247851 3.34101    0 
  5867   103 56034 0.4849  19.85     0.5811  238.9       0.0        0.0    0.1    0.0        0.0    0.1    0.0    0.0    0.1  562.6  795.6   322.2   612.2   785.8  4.81038e-05 2.43886    0 
  5867   304 56034 0.1504  211.5     -185.3  579.8     387.2      190.7  235.2  269.1     -327.0  92.37    0.0   -0.0    0.1  956.5 1350.6   616.4  1178.1  1579.3    -0.178642 2.56213    2 
  5870   323 56065 0.5148  1.615    -1588.0  400.4     10.46      213.5  705.5   8.07      168.7  257.4    0.0    0.0    0.1 1013.7 1823.3   818.5  1909.7  2682.0    -0.170172 3.27673    0 
  5870   585 56065 0.4799  12.49     -47.49  199.0     3.348     -68.23  432.8    0.0       -0.0    0.1    0.0   -0.0    0.1  530.2  789.3   343.5   708.2   996.0   -0.0227309 2.89956    0 
  5870   645 56065 0.6108   2.11     -242.0  612.4     19.95      9.722  270.3    0.0       -0.0    0.1    0.0   -0.0    0.1  671.4  972.3   419.4   845.7  1181.0    -0.130246 2.81593    0 
  5870   973 56065 0.4116  65.52     -70.53  217.3     8.272     -12.55  458.1    0.0       -0.0    0.1    0.0   -0.0    0.1  543.7  787.0   334.2   663.1   899.9    0.0368708  2.6927    0 
  5872   469 56027 0.4166  102.7     -3.331  218.4     2.689     -737.9  186.6  4.061      614.9  154.9    0.0    0.0    0.1  515.6  735.1   312.2   613.1   827.4    0.0110708 2.65022    0 
  5872   573 56027 0.4564  6.662     -33.47  531.8     41.31     -55.11  227.3    0.0       -0.0    0.1    0.0   -0.0    0.1  581.1  851.3   371.2   757.8  1069.0    0.0189149 2.87985    0 
  5872   656 56027 0.2109  18.74      133.9  321.9     103.9      21.78  138.3    9.4     -11.73  467.1    0.0    0.0    0.1  374.6  572.2   268.2   605.3   915.4    0.0661569 3.41312    0 
  5873   465 56035 0.4257  17.23      7.216  343.0     101.0      92.71  137.5  31.09     -192.7  97.36    0.0    0.0    0.1  448.7  646.9   279.1   538.2   710.8   -0.0875914 2.54676    0 
  5874   959 56039 0.6335  20.61     -23.16  214.1     19.84      68.37  100.1    0.0        0.0    0.1    0.0    0.0    0.1  351.2  565.4   237.0   478.2   632.1    -0.127227 2.66709    0 
  5874   984 56039 0.2631  23.44     -10.24  219.0     22.38      76.13  87.13  17.77     -183.9  526.1    0.0   -0.0    0.1  488.6  927.2   467.7  1035.3  1435.6    -0.197506 3.06949    0 
  5875    49 56038 0.5924  4.257     -132.6  522.7     37.19     -39.67  246.6    0.0       -0.0    0.1    0.0   -0.0    0.1  613.9  887.1   376.2   745.3  1009.9   -0.0486583 2.68448    0 
  5875   899 56038 0.5057   15.8     -27.22  342.3     40.03     -145.9  131.3  29.38      144.2  113.3    0.0   -0.0    0.1  580.2  758.2   336.8   612.7   815.0    0.0227485 2.41983    0 
  5877   529 56041 0.6405  8.412     -130.3  539.5     33.44      211.0  150.2  28.19     -138.3  145.2    0.0    0.0    0.1  711.0  922.6   431.6   826.9  1189.8    -0.193327 2.75672    2 
  5878   381 56033 0.4415  37.41     -6.681  200.6     9.976      180.7  88.44  8.374     -89.03  407.0    0.0   -0.0    0.1  552.4  769.5   334.4   650.2   889.8     -0.12343 2.66089    0 
  5878   627 56033 0.4255  9.871     -49.52  280.9     30.07      8.675  175.6    0.0       -0.0    0.1    0.0   -0.0    0.1  458.5  666.2   276.3   540.9   715.4   -0.0467571 2.58921    0 
  5880    51 56042 0.7474 0.6832     -534.6  145.1     4.961     -133.3  67.48  10.78      7.483  139.3    0.0   -0.0    0.1  357.9  477.5  208.85   392.6   569.9   -0.0992455 2.72875    0 
  5880   339 56042 0.5951  9.525      102.9  204.7     27.64      17.53  109.6  2.757     -218.0  286.2    0.0    0.0    0.1  307.2  469.8  210.63   456.5   675.6   -0.0901125 3.20752    0 
  5881   659 56038 0.5335  3.451      124.4  157.2      1.73     -27.93  630.7  4.114     -91.15  123.7    0.0    0.0    0.1  521.1  792.6   416.3  1085.0  1629.6   -0.0336744 3.91448    0 
  5882    15 56029 0.4249  2.181     -108.7  510.0     31.27     -13.97  181.0    0.0       -0.0    0.1    0.0   -0.0    0.1  443.8  639.2   277.7   559.3   787.0   -0.0685896 2.83399    0 
  5882   591 56029 0.4611  14.67     -23.21  241.5     4.261     -5.889  557.1  32.51      2.423  131.7    0.0   -0.0    0.1  387.2  602.5   282.6   646.3   997.3   -0.0135887 3.52902    0 
  5883   179 56033 0.6127  5.533     -208.9  56.35     7.562     -29.33  285.6    0.0       -0.0    0.1    0.0   -0.0    0.1  479.8  784.4   365.1   687.8   901.8     0.112708 2.47001    0 
  5883   532 56033 0.4248  2.169     -30.98  477.8     24.44      10.54  165.9    0.0        0.0    0.1    0.0    0.0    0.1  411.4  596.1   263.4   539.3   780.4   -0.0444951 2.96279    0 
  5884   668 56046 0.3705  34.25      110.6  304.7     50.17      38.53  111.2  3.076     -259.6  618.0    0.0    0.0    0.1  373.6  681.7  310.32   736.3  1063.1   -0.0487254 3.42582    0 
  5884   825 56046 0.4259  5.136      -59.0  442.2     40.76      87.58  78.19  74.65     -3.429  198.9    0.0    0.0    0.1  384.4  599.5   262.2   527.0   715.9    -0.103981 2.73036    0 
  5884   841 56046 0.5701  20.11     -47.66  151.5     2.283     -72.22  481.3    0.0       -0.0    0.1    0.0   -0.0    0.1  381.9  558.9  257.42   553.5   871.7   -0.0405644 3.38629    0 
  5886   445 56034 0.5441   2.06     -643.7  958.4     6.925      109.4  124.2  3.249      193.2  344.0    0.0    0.0    0.1  420.7  896.8   888.6  1985.0  2629.6    -0.425808 2.95926    0 
  5886   941 56034 0.5074  4.032     -235.8  206.9      20.8      30.66  155.4  2.837       73.3  494.3    0.0   -0.0    0.1  432.2  672.0   304.0   663.6   991.5    0.0101362 3.26151    0 
  5887    61 56035 0.3909  3.768     -402.1  78.59     16.92      94.25  343.6  2.996     -432.9  467.3    0.0    0.0    0.1  969.5 1285.8   563.3  1040.5  1384.1    -0.104672 2.45713    2 
  5887   115 56035 0.5072  20.17      303.6  84.76     39.36     -228.9   88.4  7.824     -16.14  270.5    0.0   -0.0    0.1  667.9  796.5   471.3   671.5   772.3     0.383141 1.63866    2 
  5887   281 56035 0.4584  15.93      10.88  258.0      44.3      29.57  117.4    0.0        0.0    0.1    0.0    0.0    0.1  324.6  492.2  215.17   451.0   636.5   -0.0354438 2.95813    0 
  5890   215 56037 0.5347  24.04     -7.399  213.6     7.971      71.46  573.7  16.55      128.4  68.85    0.0    0.0    0.1  463.9  767.9   383.1   906.5  1364.1    0.0312147 3.56069    1 
  5891   855 56034 0.4318  25.18     -26.85  242.3     74.54      46.17   98.7  35.07     -123.7  94.02    0.0   -0.0    0.1  351.2  499.0  214.71   419.2   566.9   -0.0613053 2.64031    0 
  5892   529 56035 0.4324  18.36      10.45  180.5     3.267      69.73  399.3  11.23     -68.57  95.25    0.0   -0.0    0.1  377.7  583.8   259.9   540.0   763.3     0.129598  2.9369    0 
  5892   657 56035 0.4992  10.82     -171.0  141.5     34.56      65.11  118.8  5.533     -599.9  212.4    0.0   -0.0    0.1  339.8  560.5  318.18   740.9   947.9     -0.46372 2.97913    2 
  5893   999 56034 0.4564  35.77     -48.64  230.6     5.837     -18.69  537.9    0.0       -0.0    0.1    0.0   -0.0    0.1  590.0  864.5   377.0   769.7  1085.8    0.0258611 2.88011    0 
  5894   801 56039 0.6037  3.488      35.29  108.4     8.496      -84.5  307.0  4.024     -260.9  67.99    0.0   -0.0    0.1  621.7  906.1   375.4   710.3   942.2  -0.00114625 2.50986    2 
  5895   145 56046 0.4326  24.84     -89.93  205.6     11.98      31.43  493.2  51.22      7.299  109.6    0.0   -0.0    0.1  350.9  589.1   287.3   712.9  1095.6    0.0601132 3.81344    0 
  5895   407 56046 0.5433  10.06     -98.01  368.7     8.418      22.28  141.2    0.0       -0.0    0.1    0.0   -0.0    0.1  555.4  953.6   402.9   833.0  1111.7   -0.0959791 2.75925    0 
  5895   720 56046 0.4983  59.91     -42.19  107.4     19.08      74.84  219.1  11.54     -57.08  318.3    0.0   -0.0    0.1  319.6  520.1   232.8   513.6   732.5    0.0580751 3.14648    0 
  5896   391 56047 0.5009  15.34      152.3  114.1     17.55     -139.7  124.1  4.475     -11.76  357.6    0.0   -0.0    0.1  578.0  732.6   329.2   581.6   762.5   0.00868197 2.31622    2 
  5898    87 56045 0.6243  3.782      29.02  338.4     15.85      83.84  137.1  10.97     -213.2  116.9    0.0   -0.0    0.1  572.5  740.2   325.2   584.5   755.8   0.00503572 2.32411    1 
  5898   581 56045 0.5879  2.373     -184.3  496.6     4.377      26.09  64.52  19.33      16.76  204.0    0.0    0.0    0.1  437.0  688.4   308.9   660.1   958.9    -0.177993 3.10424    0 
  5899   657 56038 0.5632  14.78     -219.1  104.0     24.22      24.68  135.4  0.796      405.2  181.7    0.0   -0.0    0.1  477.4  613.0  258.69   464.4   586.7    0.0339867 2.26797    0 
  5899   887 56038  0.524  7.453     -181.5  872.9      16.0      519.6  198.2   9.96      105.3  179.9    0.0    0.0    0.1  919.8 1754.1   849.6  1780.9  2378.0    -0.309167 2.79896    1 
  5900   469 56043 0.4082  12.41     -75.65  367.1     19.82      228.3  103.5   16.2      55.81  194.1    0.0    0.0    0.1  523.1  808.1   376.8   731.9   971.8    -0.257316 2.57909    0 
  5900   739 56043 0.5748  9.402     -84.34  490.2     16.72      193.8  215.5  19.07     -147.9  193.8    0.0   -0.0    0.1  769.5 1078.1   459.5   894.3  1208.1   -0.0483735 2.62916    0 
  5901   623 56039 0.4244  18.56     -4.674  176.0     2.423     -40.53  548.4  7.802      20.69  94.29    0.0   -0.0    0.1  366.4  572.2   266.9   601.4   956.2   -0.0661711 3.58262    0 
  5902   192 56042 0.4317  5.155      -28.8  295.5     55.23      15.41  131.2    0.0        0.0    0.1    0.0    0.0    0.1  324.1  467.2  198.43   392.9   533.1   -0.0401426 2.68659    0 
  5902   219 56042 0.4547  3.878     -29.29  518.0     14.22      155.2  109.1  13.11     -147.6  184.6    0.0   -0.0    0.1  625.9  837.6   400.3   754.5  1102.5   -0.0506667 2.75418    1 
  5902   514 56042 0.4281  31.14     -130.0  202.0     50.98     -8.506  110.0   20.8      52.03  476.3    0.0   -0.0    0.1  396.8  690.1   333.9   831.5  1196.0     0.117508 3.58191    0 
  5903   611 56064 0.5078  52.68     -122.1  158.1     29.74      198.4  115.2  5.105     -73.39  399.1    0.0   -0.0    0.1  592.2  761.1   332.1   593.0   751.4    0.0226511 2.26257    1 
  5903   895 56064  0.428  30.43     -105.7  201.3     55.38      4.149  109.6  19.86      69.34  470.4    0.0   -0.0    0.1  377.1  651.5   316.9   797.0  1158.8     0.118398 3.65667    0 
  5904   896 56046 0.3202  6.268     -390.2  754.0     12.35     -107.7  169.3  9.072      101.9  406.4    0.0   -0.0    0.1  695.0 1379.1   634.4  1508.9  2054.1    -0.174918 3.23786    0 
  5905   187 56065 0.5735  17.59     -117.9  103.0     21.67      128.6  102.6  4.674     -42.89  322.1    0.0    0.0    0.1  484.8  618.9   281.1   501.1   665.8   -0.0916792 2.36855    2 
  5905   297 56065 0.5635   26.7     -31.21  98.17     9.802     -2.567  174.8 0.8803     -188.9  536.2    0.0   -0.0    0.1  268.1  399.5  179.73   381.9   576.3   -0.0564984 3.20648    0 
  5905   616 56065  0.882  2.813     -374.4 1197.0     7.427      48.83  406.8  9.633      4.105  150.9    0.0    0.0    0.1  582.0 1197.3   704.1  1952.1  2887.0    -0.226547 4.10027    0 
  5941   183 56193  0.531  21.89      13.99  177.0     8.827     -14.97  400.1   13.9     -66.57  105.4    0.0   -0.0    0.1  412.9  649.7   294.0   643.0   937.0    0.0109712 3.18707    0 
  5941   237 56193 0.4153  26.79     -94.63  227.2     13.82      170.0  102.3  7.998     -43.95  502.8    0.0   -0.0    0.1  678.5  925.2   413.6   795.7  1123.6   -0.0385368 2.71663    0 
  5941   271 56193 0.4115  8.822     -183.8  108.3     12.71      171.6  121.6  2.132     -209.2  390.9    0.0    0.0    0.1  617.5  766.2   388.5   656.2   892.4    -0.237181 2.29704    2 
  5941   314 56193 0.3916  1.521     -127.2  535.5     9.669      21.14  249.9    0.0        0.0    0.1    0.0    0.0    0.1  634.7  926.3   399.0   806.1  1117.5    -0.100005 2.80075    0 
  5941   955 56193  0.521  1.303     -836.3  806.5     8.299      49.63  202.8  3.071     -244.8  382.8    0.0   -0.0    0.1  610.2 1101.1   623.8  1410.0  1953.0    -0.477829 3.13081    0 
  5942   865 56210  0.413   54.5     -119.9  338.3     41.26      59.39  164.9  3.843     -8.802  646.4    0.0   -0.0    0.1  644.7  997.5   424.9   846.0  1129.4   -0.0968125 2.65804    0 
  5943   947 56218 0.4349  9.604     -48.48  143.1     2.582      483.2  119.1  4.089     -79.77  442.1    0.0   -0.0    0.1  426.0  982.6   395.2   941.8  1245.1   -0.0050759 3.15056    2 
  5946   121 56101  0.406   7.18      48.27  225.6      5.23      107.4   94.6  2.912     -148.3  430.4    0.0    0.0    0.1  447.8  772.1   360.3   773.0  1073.5    -0.224183 2.97946    0 
  5946   451 56101 0.4626   12.3     -183.5  90.93      25.8      54.44  119.3    0.0       -0.0    0.1    0.0   -0.0    0.1  413.8  542.2   226.0   404.9   499.5   -0.0734014 2.21018    1 
  5947   805 56093 0.5098  3.543      277.6   97.3     3.998     -39.82  341.5  20.59     -45.21  162.3    0.0   -0.0    0.1  453.3  693.3   286.6   572.0   757.7    0.0232546 2.64375    0 
  5948   630 56107 0.0865  410.6      144.2  105.4     411.1      58.05  182.7  33.73     -82.41  432.8    0.0    0.0    0.1  346.4  531.9  232.08   475.5   654.8    -0.177917 2.82144    0 
  5949    87 56096 0.6287  24.08     -26.36  374.8     47.63      78.47  157.9 0.8056     -97.19  935.9    0.0    0.0    0.1  473.3  773.8   349.7   776.1  1098.3     -0.12869 3.14069    0 
  5949   599 56096  0.515  2.642     -230.9  578.1     10.95     -92.29  108.7  11.49      87.93  277.1    0.0   -0.0    0.1  510.0  843.8   392.1   880.8  1282.8    -0.114297 3.27161    0 
  5951    97 56102 0.6507  2.327      219.7  229.5      1.73     -252.3  448.8  3.761     -147.1  134.3    0.0   -0.0    0.1  637.5 1022.0   451.4   969.1  1294.8   -0.0935434 2.86841    0 
  5951   823 56102 0.4223  34.32     -3.077  169.7      10.1     -50.99  85.79  3.708      98.36  435.8    0.0   -0.0    0.1  370.4  562.3   248.9   520.0   748.3     0.126131 3.00643    0 
  5952   619 56453 0.7475  2.105     -62.85  473.7     7.944      24.92  165.4    0.0        0.0    0.1    0.0    0.0    0.1  450.2  692.6   329.3   760.7  1138.7    -0.117158 3.45794    0 
  5954   527 56462 0.5873  1.816      6.242  549.5     14.37     -36.14  197.7    0.0       -0.0    0.1    0.0   -0.0    0.1  500.2  731.8   328.2   686.6  1018.9    0.0481696 3.10451    0 
  5955   663 56456 0.6137  2.914     -261.8  697.5     5.131      526.9  191.3  3.638      185.3  299.1    0.0    0.0    0.1  944.3 1638.8   790.3  1538.2  1970.0    -0.346091 2.49272    0 
  5956   785 56104 0.5677  6.855      13.85  306.8     6.571      105.0  152.0    0.0        0.0    0.1    0.0    0.0    0.1  505.8  796.8   331.6   673.9   898.2   -0.0888444 2.70869    0 
  5958   883 56213 0.4968  2.492      248.6  75.45     3.192     -247.8  149.8  9.523      62.77  460.2    0.0    0.0    0.1 1012.7 1439.7   593.3  1115.8  1451.2    0.0463478 2.44598    2 
  5959   681 56214 0.4762  38.79    -0.3456  234.5     17.84     -154.5  74.36  2.566      91.14  518.9    0.0   -0.0    0.1  506.8  743.7   331.1   635.4   856.6     0.114196 2.58713    0 
  5960   731 56097 0.6064  3.048      12.71  609.1     5.598      417.2  99.66  3.968     -5.593  149.3    0.0    0.0    0.1  791.6 1196.8   606.3  1215.1  1703.8    -0.111398 2.81016    2 
  5962    49 56265 0.5732  14.75      16.44  260.8     13.56     -23.06  121.2    0.0       -0.0    0.1    0.0   -0.0    0.1  410.7  659.5   274.5   569.2   766.5    0.0472224 2.79235    0 
  5962   245 56265 0.4968  3.669      270.7  87.06     11.49     -172.9  309.6  6.562      433.0  316.7    0.0    0.0    0.1 1049.3 1458.4   590.9  1092.9  1374.2    0.0461942  2.3256    2 
